Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,predicted_label,probabilities
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",2,"[0.010491513647139072, 0.12499100714921951, 0.8645175099372864]"
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",2,"[0.0052655162289738655, 0.021341847255825996, 0.9733926057815552]"
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",2,"[0.00636721309274435, 0.16165412962436676, 0.8319786787033081]"
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",1,"[0.005880492739379406, 0.6583184003829956, 0.3358011245727539]"
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",2,"[0.051047682762145996, 0.12643635272979736, 0.8225160241127014]"
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",2,"[0.008425434119999409, 0.2636684477329254, 0.7279061675071716]"
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",2,"[0.04494788870215416, 0.047451335936784744, 0.9076007604598999]"
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",2,"[0.007945463992655277, 0.18505461513996124, 0.8069998621940613]"
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",2,"[0.004625607281923294, 0.19515037536621094, 0.8002240061759949]"
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",2,"[0.008200750686228275, 0.006283861119300127, 0.9855153560638428]"
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",2,"[0.0024050255306065083, 0.2922217547893524, 0.7053732872009277]"
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",2,"[0.01980675756931305, 0.04493563622236252, 0.935257613658905]"
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",2,"[0.010082341730594635, 0.4037191569805145, 0.5861985087394714]"
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",2,"[0.013079116120934486, 0.05875413864850998, 0.9281668066978455]"
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",2,"[0.0029799852054566145, 0.09996821731328964, 0.8970518112182617]"
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",2,"[0.28129011392593384, 0.034277379512786865, 0.6844325065612793]"
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",2,"[0.012385241687297821, 0.31976401805877686, 0.6678507328033447]"
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",1,"[0.011338734067976475, 0.89470374584198, 0.09395753592252731]"
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",1,"[0.0008191632805392146, 0.9812440276145935, 0.01793685555458069]"
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",1,"[0.009579256176948547, 0.9500908851623535, 0.04032981023192406]"
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",1,"[0.002808597171679139, 0.964019238948822, 0.03317216783761978]"
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",1,"[0.001470977789722383, 0.9614308476448059, 0.03709828853607178]"
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",1,"[0.0007016468443907797, 0.9455018639564514, 0.05379650741815567]"
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",1,"[0.0028958222828805447, 0.9125542044639587, 0.08454996347427368]"
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",2,"[0.0027769675944000483, 0.03717847913503647, 0.9600445628166199]"
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",2,"[0.000931435904931277, 0.018381770700216293, 0.9806867241859436]"
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",2,"[0.00152185233309865, 0.35186389088630676, 0.6466142535209656]"
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",2,"[0.007963970303535461, 0.1642133742570877, 0.8278226852416992]"
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",2,"[0.023058008402585983, 0.09523768723011017, 0.8817043304443359]"
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",2,"[0.011722356081008911, 0.018391994759440422, 0.9698856472969055]"
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",2,"[0.006372321862727404, 0.10592646896839142, 0.8877012133598328]"
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",2,"[0.0006711177411489189, 0.31846538186073303, 0.6808634996414185]"
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",1,"[0.0002135645190719515, 0.9354007840156555, 0.06438569724559784]"
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",2,"[0.006838447414338589, 0.12843647599220276, 0.8647250533103943]"
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",2,"[0.003751232987269759, 0.3040531277656555, 0.6921955943107605]"
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",2,"[0.010155989788472652, 0.17492510378360748, 0.8149189949035645]"
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",2,"[0.0028444838244467974, 0.00047818614984862506, 0.9966773986816406]"
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",2,"[0.0011622303863987327, 0.4517589509487152, 0.5470788478851318]"
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",2,"[0.0005979837151244283, 0.09448599070310593, 0.9049160480499268]"
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",2,"[0.027623334899544716, 0.01455073431134224, 0.9578259587287903]"
157,6,0,6,0,1,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",2,"[0.02562757208943367, 0.3804093599319458, 0.593963086605072]"
158,3,0,3,0,1,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",2,"[0.010322838090360165, 0.44087252020835876, 0.5488047003746033]"
160,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",1,"[0.004156622104346752, 0.8348667025566101, 0.16097667813301086]"
166,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",1,"[2.50533612415893e-05, 0.9977974891662598, 0.0021773851476609707]"
167,3,0,2,1,1,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",2,"[0.003355407854542136, 0.0005330943968147039, 0.9961115717887878]"
169,3,0,3,0,1,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",2,"[0.0038861201610416174, 0.3035699129104614, 0.6925439834594727]"
172,3,0,3,0,1,"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",2,"[0.0022266393061727285, 0.005795512814074755, 0.9919778108596802]"
173,6,0,6,0,1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",2,"[0.0005078524700365961, 0.19910834729671478, 0.8003838062286377]"
174,3,0,3,0,1,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",2,"[0.0029619543347507715, 0.4626447260379791, 0.5343933701515198]"
176,3,0,3,0,1,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",2,"[0.0010817263973876834, 0.19165679812431335, 0.8072615265846252]"
177,3,0,3,0,1,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",2,"[0.027202071622014046, 0.11585555970668793, 0.856942355632782]"
179,3,1,2,0,1,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",2,"[0.06122252345085144, 0.22622480988502502, 0.7125527262687683]"
180,3,0,3,0,1,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",2,"[0.007987738586962223, 0.04196466505527496, 0.9500476121902466]"
182,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",1,"[0.00033739747595973313, 0.995519757270813, 0.004142869263887405]"
183,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",1,"[0.0016239883843809366, 0.8000872731208801, 0.19828873872756958]"
184,3,0,3,0,1,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",2,"[0.022885974496603012, 0.19756221771240234, 0.7795518040657043]"
188,3,0,1,2,2,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",1,"[0.03448796644806862, 0.8025796413421631, 0.16293247044086456]"
189,3,0,1,2,2,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",1,"[0.0022740657441318035, 0.9479396343231201, 0.049786295741796494]"
190,3,0,1,2,2,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",1,"[0.0007307651685550809, 0.8541592359542847, 0.14511002600193024]"
192,3,0,0,3,2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",1,"[0.00711914012208581, 0.6879968047142029, 0.3048841059207916]"
193,3,1,2,0,1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",2,"[0.3916712999343872, 0.04203148931264877, 0.566297173500061]"
194,3,0,3,0,1,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",2,"[0.06454681605100632, 0.34792959690093994, 0.5875235795974731]"
195,3,0,3,0,1,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",2,"[0.056662578135728836, 0.05053950846195221, 0.8927979469299316]"
198,6,0,0,6,2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",1,"[0.0025966372340917587, 0.9930532574653625, 0.0043500736355781555]"
200,3,0,3,0,1,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",2,"[0.0018387428717687726, 0.1891566663980484, 0.809004545211792]"
201,3,0,3,0,1,"""@NastyCopper: Money getting taller and bitches getting blurry""",2,"[0.020995469763875008, 0.3570705056190491, 0.6219340562820435]"
