Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,predicted_label,probabilities
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """,1,"[0.01195312850177288, 0.8067627549171448, 0.1812840849161148]"
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",1,"[0.004884439520537853, 0.7733128070831299, 0.22180277109146118]"
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """,2,"[0.009032199159264565, 0.29399198293685913, 0.696975827217102]"
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """,2,"[0.061817314475774765, 0.4289275109767914, 0.5092551112174988]"
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,2,"[0.006759204436093569, 0.024499664083123207, 0.9687410593032837]"
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,2,"[0.0011120617855340242, 0.006069917697459459, 0.9928179979324341]"
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,2,"[0.023578042164444923, 0.3006022870540619, 0.6758196353912354]"
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,2,"[0.0004506751138251275, 0.1499747633934021, 0.8495745062828064]"
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",1,"[0.00013702762953471392, 0.9935175180435181, 0.0063454811461269855]"
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,2,"[0.0029285307973623276, 0.43065863847732544, 0.5664129257202148]"
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",1,"[0.007356167770922184, 0.7956849932670593, 0.19695885479450226]"
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",1,"[0.0065641822293400764, 0.7277905941009521, 0.26564523577690125]"
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",1,"[0.007106009405106306, 0.9007613062858582, 0.09213267266750336]"
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",1,"[0.0109347989782691, 0.556115448474884, 0.4329497218132019]"
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.",1,"[0.011993281543254852, 0.7496816515922546, 0.23832502961158752]"
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",1,"[0.0008356592152267694, 0.5324745178222656, 0.4666898250579834]"
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",1,"[9.656549991632346e-06, 0.9979216456413269, 0.0020687810610979795]"
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",1,"[0.007318677380681038, 0.9290676712989807, 0.06361357122659683]"
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",2,"[0.06560729444026947, 0.2367335855960846, 0.6976590752601624]"
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",2,"[0.28563687205314636, 0.07773850858211517, 0.6366246342658997]"
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",2,"[0.0005954760126769543, 0.07437901198863983, 0.9250255227088928]"
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",2,"[0.007187779061496258, 0.440268874168396, 0.5525434017181396]"
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",1,"[0.030408309772610664, 0.8975727558135986, 0.07201898097991943]"
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",1,"[0.0018627757672220469, 0.9918838739395142, 0.0062533169984817505]"
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",1,"[0.0006487537175416946, 0.9341613054275513, 0.0651899129152298]"
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",2,"[0.045999057590961456, 0.3790629804134369, 0.5749379396438599]"
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",2,"[0.02961430698633194, 0.36554962396621704, 0.6048360466957092]"
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",1,"[5.5855005484772846e-05, 0.9840795397758484, 0.015864640474319458]"
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",1,"[0.0030472816433757544, 0.8559061884880066, 0.14104650914669037]"
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",1,"[0.01070890761911869, 0.5400872230529785, 0.44920381903648376]"
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",2,"[0.02515086717903614, 0.32506829500198364, 0.6497808694839478]"
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",1,"[0.007568095810711384, 0.9400023221969604, 0.05242955684661865]"
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",1,"[0.13965196907520294, 0.6190693974494934, 0.24127867817878723]"
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",1,"[0.02813596837222576, 0.940756618976593, 0.0311074648052454]"
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",1,"[0.00011198638094356284, 0.8677488565444946, 0.1321391761302948]"
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",1,"[0.000385710212867707, 0.9667710065841675, 0.03284322842955589]"
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",2,"[0.023642648011446, 0.393024742603302, 0.5833325386047363]"
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",2,"[0.009942129254341125, 0.43288514018058777, 0.5571726560592651]"
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",2,"[0.010491513647139072, 0.12499100714921951, 0.8645175099372864]"
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",2,"[0.0052655162289738655, 0.021341847255825996, 0.9733926057815552]"
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",2,"[0.00636721309274435, 0.16165412962436676, 0.8319786787033081]"
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",1,"[0.005880492739379406, 0.6583184003829956, 0.3358011245727539]"
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",2,"[0.051047682762145996, 0.12643635272979736, 0.8225160241127014]"
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",1,"[0.0013480973429977894, 0.9534923434257507, 0.045159582048654556]"
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",2,"[0.008425434119999409, 0.2636684477329254, 0.7279061675071716]"
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0,"[0.9761254191398621, 0.0013052511494606733, 0.02256930060684681]"
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",1,"[0.015459404326975346, 0.8312745690345764, 0.15326596796512604]"
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",1,"[0.00948035717010498, 0.6622636914253235, 0.32825589179992676]"
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",1,"[2.136789044016041e-05, 0.9994955062866211, 0.0004831545811612159]"
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",2,"[0.04494788870215416, 0.047451335936784744, 0.9076007604598999]"
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",1,"[0.06436818093061447, 0.8289890885353088, 0.1066427007317543]"
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",2,"[0.007945463992655277, 0.18505461513996124, 0.8069998621940613]"
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",2,"[0.004625607281923294, 0.19515037536621094, 0.8002240061759949]"
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",2,"[0.008200750686228275, 0.006283861119300127, 0.9855153560638428]"
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",2,"[0.0024050255306065083, 0.2922217547893524, 0.7053732872009277]"
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",2,"[0.01980675756931305, 0.04493563622236252, 0.935257613658905]"
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",2,"[0.010082341730594635, 0.4037191569805145, 0.5861985087394714]"
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",1,"[0.006927406881004572, 0.7278786301612854, 0.26519396901130676]"
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",1,"[0.022432759404182434, 0.6392411589622498, 0.3383260667324066]"
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",2,"[0.013079116120934486, 0.05875413864850998, 0.9281668066978455]"
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",2,"[0.0029799852054566145, 0.09996821731328964, 0.8970518112182617]"
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",1,"[0.0016855726717039943, 0.9280381202697754, 0.07027628272771835]"
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",1,"[0.002116189803928137, 0.9478557705879211, 0.05002812296152115]"
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",2,"[0.28129011392593384, 0.034277379512786865, 0.6844325065612793]"
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",2,"[0.012385241687297821, 0.31976401805877686, 0.6678507328033447]"
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",1,"[8.942939166445285e-05, 0.986956000328064, 0.012954511679708958]"
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",1,"[0.011338734067976475, 0.89470374584198, 0.09395753592252731]"
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",1,"[5.5739998060744256e-05, 0.9426641464233398, 0.057280078530311584]"
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",1,"[0.001212811330333352, 0.8642773032188416, 0.13450995087623596]"
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",1,"[0.0531863234937191, 0.5399366617202759, 0.4068770110607147]"
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1,"[9.964482160285115e-05, 0.9015297293663025, 0.09837068617343903]"
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",1,"[0.0008191632805392146, 0.9812440276145935, 0.01793685555458069]"
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1,"[0.003372571198269725, 0.777924656867981, 0.2187027484178543]"
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",1,"[0.0035510126035660505, 0.7117902636528015, 0.2846587598323822]"
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",1,"[0.009579256176948547, 0.9500908851623535, 0.04032981023192406]"
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",1,"[0.002808597171679139, 0.964019238948822, 0.03317216783761978]"
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",1,"[0.001470977789722383, 0.9614308476448059, 0.03709828853607178]"
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",1,"[0.0026170627679675817, 0.7776058316230774, 0.21977709233760834]"
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",1,"[0.0007016468443907797, 0.9455018639564514, 0.05379650741815567]"
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",1,"[0.06000538915395737, 0.5342788100242615, 0.4057157635688782]"
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",1,"[0.0028958222828805447, 0.9125542044639587, 0.08454996347427368]"
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",2,"[0.0027769675944000483, 0.03717847913503647, 0.9600445628166199]"
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",1,"[0.0002433120971545577, 0.9511208534240723, 0.04863583669066429]"
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",1,"[0.00022501105559058487, 0.9476730823516846, 0.05210185423493385]"
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",1,"[0.05658723786473274, 0.6156118512153625, 0.32780081033706665]"
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",2,"[0.000931435904931277, 0.018381770700216293, 0.9806867241859436]"
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1,"[6.299792403297033e-06, 0.9974976181983948, 0.0024960804730653763]"
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",1,"[0.00018463200831320137, 0.806833028793335, 0.19298233091831207]"
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",1,"[0.008516594767570496, 0.5891739130020142, 0.40230947732925415]"
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",2,"[0.00152185233309865, 0.35186389088630676, 0.6466142535209656]"
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",2,"[0.007963970303535461, 0.1642133742570877, 0.8278226852416992]"
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",2,"[0.023058008402585983, 0.09523768723011017, 0.8817043304443359]"
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",2,"[0.011722356081008911, 0.018391994759440422, 0.9698856472969055]"
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",2,"[0.006372321862727404, 0.10592646896839142, 0.8877012133598328]"
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",2,"[0.0006711177411489189, 0.31846538186073303, 0.6808634996414185]"
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",1,"[0.00266030034981668, 0.6527462601661682, 0.34459349513053894]"
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",1,"[0.0002135645190719515, 0.9354007840156555, 0.06438569724559784]"
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",1,"[0.0014397954801097512, 0.8437988758087158, 0.15476126968860626]"
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",1,"[0.0017924753483384848, 0.6210846900939941, 0.3771229088306427]"
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",2,"[0.006838447414338589, 0.12843647599220276, 0.8647250533103943]"
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",1,"[0.04478710517287254, 0.656462550163269, 0.2987503707408905]"
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",2,"[0.003751232987269759, 0.3040531277656555, 0.6921955943107605]"
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",1,"[3.15879842673894e-05, 0.9389070868492126, 0.06106133386492729]"
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",2,"[0.010155989788472652, 0.17492510378360748, 0.8149189949035645]"
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",2,"[0.0028444838244467974, 0.00047818614984862506, 0.9966773986816406]"
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",2,"[0.02228880673646927, 0.09270469099283218, 0.8850065469741821]"
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",2,"[0.0011622303863987327, 0.4517589509487152, 0.5470788478851318]"
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1,"[0.003971366677433252, 0.5056070685386658, 0.4904215633869171]"
